Date,Medicine,Unit_sold,Unit_Price,Total_Sales,Discount,Store_Location,Promotion,Customer_Age_Group
2023-06-17,Omeprazol,14,2.36,33.04,2.83,Sur,True,60+
2023-06-18,Paracetamol,19,8.58,163.02,0.36,Norte,False,18-25
2023-06-18,Ibuprofeno,20,8.12,162.39999999999998,3.24,Sur,False,36-45
2023-06-18,Amoxicilina,20,6.9,138.0,3.13,Oeste,True,36-45
2023-06-18,Loratadina,28,6.98,195.44,3.68,Centro,False,26-35
2023-06-18,Omeprazol,25,7.35,183.75,1.48,Norte,False,46-60
2023-06-19,Paracetamol,23,3.03,69.69,3.12,Sur,False,46-60
2023-06-19,Ibuprofeno,17,2.77,47.09,3.82,Norte,False,46-60
2023-06-19,Amoxicilina,14,6.75,94.5,0.8,Norte,False,60+
2023-06-19,Loratadina,20,2.85,57.0,4.68,Centro,False,26-35
2023-06-19,Omeprazol,19,6.29,119.51,2.46,Oeste,False,18-25
2023-06-20,Paracetamol,19,8.66,164.54,2.46,Centro,False,36-45
2023-06-20,Ibuprofeno,20,6.84,136.8,4.89,Oeste,False,26-35
2023-06-20,Amoxicilina,19,3.36,63.839999999999996,3.45,Sur,False,46-60
2023-06-20,Loratadina,22,4.39,96.58,1.39,Centro,False,36-45
2023-06-20,Omeprazol,16,8.08,129.28,0.11,Sur,False,18-25
2023-06-21,Paracetamol,29,7.78,225.62,2.92,Oeste,False,26-35
2023-06-21,Ibuprofeno,18,9.0,162.0,1.6,Oeste,False,18-25
2023-06-21,Amoxicilina,16,6.15,98.4,0.62,Sur,False,46-60
2023-06-21,Loratadina,17,6.36,108.12,3.29,Este,False,36-45
2023-06-21,Omeprazol,13,3.62,47.06,4.19,Centro,False,46-60
2023-06-22,Paracetamol,14,7.82,109.48,3.33,Oeste,False,26-35
2023-06-22,Ibuprofeno,17,3.56,60.52,3.19,Norte,False,36-45
2023-06-22,Amoxicilina,19,8.41,159.79,0.54,Oeste,False,26-35
2023-06-22,Loratadina,20,3.34,66.8,3.13,Sur,False,46-60
2023-06-22,Omeprazol,10,6.32,63.2,0.94,Centro,False,36-45
2023-06-23,Paracetamol,22,9.96,219.12,4.62,Norte,False,60+
2023-06-23,Ibuprofeno,20,4.04,80.8,4.93,Oeste,False,26-35
2023-06-23,Amoxicilina,22,2.42,53.239999999999995,4.18,Norte,False,36-45
2023-06-23,Loratadina,21,9.06,190.26000000000002,3.62,Oeste,False,46-60
2023-06-23,Omeprazol,16,5.12,81.92,1.8,Sur,False,60+
2023-06-24,Paracetamol,21,2.81,59.01,4.47,Sur,False,36-45
2023-06-24,Ibuprofeno,28,8.14,227.92000000000002,1.58,Este,True,26-35
2023-06-24,Amoxicilina,23,9.11,209.52999999999997,4.66,Centro,False,26-35
2023-06-24,Loratadina,24,3.21,77.03999999999999,0.95,Este,True,60+
2023-06-24,Omeprazol,18,2.97,53.46,4.56,Sur,False,26-35
2023-06-25,Paracetamol,15,9.78,146.7,2.1,Oeste,False,26-35
2023-06-25,Ibuprofeno,23,6.35,146.04999999999998,3.03,Oeste,False,46-60
2023-06-25,Amoxicilina,21,2.73,57.33,1.44,Sur,True,46-60
2023-06-25,Loratadina,22,6.4,140.8,4.18,Centro,False,36-45
2023-06-25,Omeprazol,25,8.81,220.25,4.91,Sur,False,46-60
2023-06-26,Paracetamol,18,7.11,127.98,0.33,Centro,False,46-60
2023-06-26,Ibuprofeno,16,7.22,115.52,4.22,Este,False,60+
2023-06-26,Amoxicilina,24,6.5,156.0,1.04,Oeste,False,18-25
2023-06-26,Loratadina,17,2.68,45.56,4.82,Oeste,False,26-35
2023-06-26,Omeprazol,18,9.05,162.9,3.62,Sur,False,36-45
2023-06-27,Paracetamol,15,7.05,105.75,2.52,Este,False,46-60
2023-06-27,Ibuprofeno,26,8.79,228.53999999999996,3.64,Oeste,False,46-60
2023-06-27,Amoxicilina,21,3.56,74.76,0.42,Sur,False,18-25
2023-06-27,Loratadina,19,2.61,49.589999999999996,3.34,Centro,False,46-60
2023-06-27,Omeprazol,18,8.97,161.46,2.11,Centro,False,46-60
2023-06-28,Paracetamol,22,9.2,202.39999999999998,3.36,Sur,False,46-60
2023-06-28,Ibuprofeno,21,2.58,54.18,0.04,Este,True,36-45
2023-06-28,Amoxicilina,20,6.55,131.0,4.73,Este,False,46-60
2023-06-28,Loratadina,20,3.92,78.4,2.91,Sur,False,18-25
2023-06-28,Omeprazol,22,8.64,190.08,4.68,Sur,False,60+
2023-06-29,Paracetamol,30,6.65,199.5,0.53,Oeste,False,18-25
2023-06-29,Ibuprofeno,17,7.16,121.72,2.13,Centro,False,18-25
2023-06-29,Amoxicilina,20,7.55,151.0,2.2,Norte,False,36-45
2023-06-29,Loratadina,22,8.37,184.14,0.12,Oeste,False,46-60
2023-06-29,Omeprazol,18,2.38,42.839999999999996,1.98,Centro,False,46-60
2023-06-30,Paracetamol,23,8.2,188.6,1.35,Este,False,36-45
2023-06-30,Ibuprofeno,21,4.69,98.49000000000001,3.65,Centro,False,26-35
2023-06-30,Amoxicilina,23,3.45,79.35000000000001,2.45,Oeste,False,36-45
2023-06-30,Loratadina,26,7.33,190.58,3.57,Sur,False,60+
2023-06-30,Omeprazol,11,6.31,69.41,4.21,Norte,False,18-25
2023-07-01,Paracetamol,16,7.77,124.32,4.91,Este,False,36-45
2023-07-01,Ibuprofeno,25,4.14,103.49999999999999,2.69,Sur,False,18-25
2023-07-01,Amoxicilina,22,8.13,178.86,3.24,Sur,False,26-35
2023-07-01,Loratadina,22,8.03,176.66,3.75,Sur,False,60+
2023-07-01,Omeprazol,18,6.98,125.64000000000001,3.57,Este,True,18-25
2023-07-02,Paracetamol,19,5.11,97.09,2.06,Norte,False,18-25
2023-07-02,Ibuprofeno,25,9.87,246.74999999999997,3.29,Este,False,18-25
2023-07-02,Amoxicilina,18,4.23,76.14000000000001,1.03,Centro,False,36-45
2023-07-02,Loratadina,16,6.07,97.12,3.64,Centro,False,46-60
2023-07-02,Omeprazol,24,3.69,88.56,0.33,Centro,False,46-60
2023-07-03,Paracetamol,18,8.68,156.24,2.77,Sur,False,60+
2023-07-03,Ibuprofeno,20,3.76,75.19999999999999,3.57,Este,False,18-25
2023-07-03,Amoxicilina,18,6.47,116.46,4.9,Centro,False,36-45
2023-07-03,Loratadina,23,3.93,90.39,1.59,Oeste,False,46-60
2023-07-03,Omeprazol,21,4.07,85.47,1.42,Norte,False,60+
2023-07-04,Paracetamol,21,3.47,72.87,1.78,Este,False,60+
2023-07-04,Ibuprofeno,23,4.73,108.79,2.26,Este,False,46-60
2023-07-04,Amoxicilina,28,5.01,140.28,3.31,Norte,False,46-60
2023-07-04,Loratadina,19,6.01,114.19,3.6,Oeste,False,36-45
2023-07-04,Omeprazol,15,4.85,72.75,3.08,Centro,False,46-60
2023-07-05,Paracetamol,28,4.02,112.55999999999999,2.67,Centro,False,36-45
2023-07-05,Ibuprofeno,20,6.16,123.2,4.09,Este,False,36-45
2023-07-05,Amoxicilina,13,3.56,46.28,0.29,Centro,False,18-25
2023-07-05,Loratadina,18,3.6,64.8,3.63,Oeste,False,36-45
2023-07-05,Omeprazol,25,6.33,158.25,4.04,Sur,False,26-35
2023-07-06,Paracetamol,19,7.6,144.4,3.33,Norte,False,18-25
2023-07-06,Ibuprofeno,21,9.25,194.25,2.25,Sur,False,36-45
2023-07-06,Amoxicilina,20,2.72,54.400000000000006,3.62,Centro,False,26-35
2023-07-06,Loratadina,19,5.5,104.5,2.93,Sur,False,26-35
2023-07-06,Omeprazol,21,7.84,164.64,4.04,Oeste,False,60+
2023-07-07,Paracetamol,18,8.05,144.9,0.76,Centro,False,46-60
2023-07-07,Ibuprofeno,11,3.97,43.67,4.29,Oeste,False,26-35
2023-07-07,Amoxicilina,17,2.35,39.95,3.76,Sur,False,60+
2023-07-07,Loratadina,19,6.24,118.56,3.41,Sur,True,36-45
2023-07-07,Omeprazol,19,8.42,159.98,1.42,Norte,False,36-45
2023-07-08,Paracetamol,21,4.87,102.27,1.52,Este,False,26-35
2023-07-08,Ibuprofeno,24,8.81,211.44,1.22,Este,False,46-60
2023-07-08,Amoxicilina,19,5.99,113.81,0.65,Centro,False,60+
2023-07-08,Loratadina,23,6.73,154.79000000000002,2.88,Oeste,False,26-35
2023-07-08,Omeprazol,19,8.46,160.74,4.67,Este,False,60+
2023-07-09,Paracetamol,29,9.55,276.95000000000005,0.57,Este,False,60+
2023-07-09,Ibuprofeno,26,7.9,205.4,3.74,Sur,False,18-25
2023-07-09,Amoxicilina,20,2.91,58.2,0.87,Este,False,18-25
2023-07-09,Loratadina,27,3.42,92.34,0.32,Centro,False,60+
2023-07-09,Omeprazol,26,4.28,111.28,0.56,Este,False,46-60
2023-07-10,Paracetamol,17,5.44,92.48,2.27,Norte,False,26-35
2023-07-10,Ibuprofeno,21,5.41,113.61,1.37,Este,False,18-25
2023-07-10,Amoxicilina,26,9.53,247.77999999999997,2.05,Norte,False,18-25
2023-07-10,Loratadina,23,2.85,65.55,1.27,Oeste,True,18-25
2023-07-10,Omeprazol,21,2.79,58.59,1.83,Oeste,False,18-25
2023-07-11,Paracetamol,19,7.92,150.48,1.58,Oeste,True,18-25
2023-07-11,Ibuprofeno,24,7.33,175.92000000000002,0.27,Este,False,18-25
2023-07-11,Amoxicilina,28,6.78,189.84,3.74,Norte,False,26-35
2023-07-11,Loratadina,17,6.14,104.38,1.94,Este,False,60+
2023-07-11,Omeprazol,18,3.25,58.5,0.8,Este,False,26-35
2023-07-12,Paracetamol,14,3.34,46.76,4.55,Sur,False,46-60
2023-07-12,Ibuprofeno,19,6.06,115.13999999999999,2.16,Centro,False,36-45
2023-07-12,Amoxicilina,18,2.16,38.88,1.38,Sur,False,26-35
2023-07-12,Loratadina,16,3.81,60.96,3.58,Centro,False,18-25
2023-07-12,Omeprazol,20,9.66,193.2,3.1,Norte,False,18-25
2023-07-13,Paracetamol,15,5.83,87.45,3.52,Oeste,False,18-25
2023-07-13,Ibuprofeno,20,2.6,52.0,0.02,Este,False,36-45
2023-07-13,Amoxicilina,19,6.08,115.52,4.65,Norte,False,26-35
2023-07-13,Loratadina,24,2.92,70.08,2.41,Oeste,False,46-60
2023-07-13,Omeprazol,18,7.03,126.54,4.01,Centro,False,60+
2023-07-14,Paracetamol,22,2.56,56.32,3.78,Este,False,46-60
2023-07-14,Ibuprofeno,26,8.93,232.18,3.28,Este,False,60+
2023-07-14,Amoxicilina,26,7.78,202.28,2.56,Norte,False,36-45
2023-07-14,Loratadina,18,5.57,100.26,1.53,Centro,False,60+
2023-07-14,Omeprazol,12,2.04,24.48,4.41,Oeste,False,26-35
2023-07-15,Paracetamol,27,3.94,106.38,2.34,Este,False,36-45
2023-07-15,Ibuprofeno,20,7.42,148.4,4.77,Norte,False,18-25
2023-07-15,Amoxicilina,19,8.8,167.20000000000002,0.38,Centro,False,36-45
2023-07-15,Loratadina,18,3.34,60.12,0.66,Sur,False,46-60
2023-07-15,Omeprazol,18,7.77,139.85999999999999,2.36,Oeste,False,18-25
2023-07-16,Paracetamol,18,8.44,151.92,4.01,Centro,False,46-60
2023-07-16,Ibuprofeno,18,6.64,119.52,0.19,Sur,False,60+
2023-07-16,Amoxicilina,18,8.13,146.34,2.67,Oeste,False,46-60
2023-07-16,Loratadina,21,3.99,83.79,0.11,Centro,False,36-45
2023-07-16,Omeprazol,23,4.85,111.55,4.08,Sur,False,60+
2023-07-17,Paracetamol,23,2.61,60.029999999999994,0.01,Sur,False,26-35
2023-07-17,Ibuprofeno,22,4.08,89.76,4.32,Norte,False,60+
2023-07-17,Amoxicilina,17,8.9,151.3,2.53,Centro,False,18-25
2023-07-17,Loratadina,14,7.51,105.14,4.15,Centro,False,18-25
2023-07-17,Omeprazol,14,5.92,82.88,1.23,Centro,False,18-25
2023-07-18,Paracetamol,20,9.55,191.0,3.89,Sur,False,26-35
2023-07-18,Ibuprofeno,15,3.24,48.6,2.16,Este,False,60+
2023-07-18,Amoxicilina,15,6.03,90.45,3.19,Centro,False,46-60
2023-07-18,Loratadina,20,5.46,109.2,0.09,Sur,False,26-35
2023-07-18,Omeprazol,23,2.69,61.87,1.78,Oeste,False,26-35
2023-07-19,Paracetamol,17,7.23,122.91000000000001,3.32,Norte,False,46-60
2023-07-19,Ibuprofeno,28,7.76,217.28,0.96,Este,False,46-60
2023-07-19,Amoxicilina,21,8.43,177.03,0.61,Este,False,36-45
2023-07-19,Loratadina,20,5.28,105.60000000000001,1.39,Norte,False,26-35
2023-07-19,Omeprazol,22,5.69,125.18,2.43,Norte,False,60+
2023-07-20,Paracetamol,22,7.01,154.22,4.73,Centro,False,46-60
2023-07-20,Ibuprofeno,22,2.37,52.14,4.46,Oeste,True,46-60
2023-07-20,Amoxicilina,16,7.25,116.0,4.1,Sur,False,46-60
2023-07-20,Loratadina,23,4.3,98.89999999999999,4.32,Oeste,False,18-25
2023-07-20,Omeprazol,22,6.89,151.57999999999998,3.78,Norte,False,60+
2023-07-21,Paracetamol,18,8.54,153.71999999999997,1.78,Norte,False,26-35
2023-07-21,Ibuprofeno,20,3.68,73.60000000000001,2.05,Oeste,False,46-60
2023-07-21,Amoxicilina,28,3.82,106.96,1.9,Centro,False,36-45
2023-07-21,Loratadina,17,2.9,49.3,2.33,Norte,False,26-35
2023-07-21,Omeprazol,17,9.0,153.0,2.19,Sur,False,26-35
2023-07-22,Paracetamol,24,9.55,229.20000000000002,0.54,Centro,False,36-45
2023-07-22,Ibuprofeno,21,6.39,134.19,1.72,Sur,True,60+
2023-07-22,Amoxicilina,17,8.12,138.04,1.84,Centro,False,26-35
2023-07-22,Loratadina,11,8.03,88.33,2.68,Centro,False,60+
2023-07-22,Omeprazol,22,5.52,121.44,1.27,Norte,False,60+
2023-07-23,Paracetamol,18,8.29,149.21999999999997,2.04,Oeste,False,26-35
2023-07-23,Ibuprofeno,19,5.58,106.02,0.63,Norte,False,26-35
2023-07-23,Amoxicilina,26,5.44,141.44,0.47,Centro,False,18-25
2023-07-23,Loratadina,10,6.56,65.6,3.11,Centro,False,18-25
2023-07-23,Omeprazol,30,9.42,282.6,1.71,Centro,True,18-25
2023-07-24,Paracetamol,20,3.29,65.8,3.2,Centro,False,46-60
2023-07-24,Ibuprofeno,22,4.99,109.78,1.28,Sur,False,46-60
2023-07-24,Amoxicilina,15,5.22,78.3,3.85,Sur,False,60+
2023-07-24,Loratadina,21,9.78,205.38,1.6,Centro,False,18-25
2023-07-24,Omeprazol,19,6.86,130.34,4.07,Norte,False,36-45
2023-07-25,Paracetamol,21,2.78,58.379999999999995,0.94,Sur,False,60+
2023-07-25,Ibuprofeno,10,3.87,38.7,3.27,Sur,False,46-60
2023-07-25,Amoxicilina,18,8.64,155.52,0.64,Sur,False,60+
2023-07-25,Loratadina,29,7.65,221.85000000000002,0.21,Este,False,60+
2023-07-25,Omeprazol,29,3.35,97.15,4.38,Este,False,46-60
2023-07-26,Paracetamol,15,5.12,76.8,0.77,Centro,False,60+
2023-07-26,Ibuprofeno,23,2.85,65.55,1.49,Norte,False,18-25
2023-07-26,Amoxicilina,20,2.63,52.599999999999994,2.94,Centro,False,26-35
2023-07-26,Loratadina,21,8.73,183.33,1.41,Sur,False,60+
2023-07-26,Omeprazol,21,3.47,72.87,3.69,Sur,False,26-35
2023-07-27,Paracetamol,16,7.49,119.84,3.45,Oeste,False,36-45
2023-07-27,Ibuprofeno,34,7.36,250.24,2.99,Norte,False,60+
2023-07-27,Amoxicilina,25,4.03,100.75,2.72,Este,False,18-25
2023-07-27,Loratadina,23,2.69,61.87,3.45,Norte,False,46-60
2023-07-27,Omeprazol,18,5.75,103.5,1.55,Norte,False,26-35
2023-07-28,Paracetamol,15,3.73,55.95,4.09,Centro,False,60+
2023-07-28,Ibuprofeno,27,8.89,240.03000000000003,2.25,Norte,False,36-45
2023-07-28,Amoxicilina,24,8.74,209.76,4.17,Oeste,False,26-35
2023-07-28,Loratadina,21,4.14,86.94,4.99,Este,False,46-60
2023-07-28,Omeprazol,16,3.8,60.8,1.84,Centro,True,46-60
2023-07-29,Paracetamol,18,4.99,89.82000000000001,3.25,Centro,False,60+
2023-07-29,Ibuprofeno,26,2.31,60.06,1.99,Oeste,False,26-35
2023-07-29,Amoxicilina,15,6.35,95.25,1.06,Oeste,True,60+
2023-07-29,Loratadina,30,8.94,268.2,2.53,Oeste,False,60+
2023-07-29,Omeprazol,16,8.34,133.44,1.27,Norte,False,46-60
2023-07-30,Paracetamol,24,3.79,90.96000000000001,1.69,Norte,False,26-35
2023-07-30,Ibuprofeno,18,8.27,148.85999999999999,3.29,Norte,False,36-45
2023-07-30,Amoxicilina,17,7.79,132.43,2.14,Oeste,False,36-45
2023-07-30,Loratadina,20,5.65,113.0,0.98,Norte,False,18-25
2023-07-30,Omeprazol,11,3.53,38.83,4.95,Norte,False,18-25
2023-07-31,Paracetamol,19,8.24,156.56,2.32,Oeste,False,18-25
2023-07-31,Ibuprofeno,16,6.34,101.44,4.11,Sur,False,18-25
2023-07-31,Amoxicilina,18,4.34,78.12,4.16,Centro,False,26-35
2023-07-31,Loratadina,20,4.94,98.80000000000001,3.73,Este,False,60+
2023-07-31,Omeprazol,22,5.9,129.8,1.86,Centro,False,36-45
2023-08-01,Paracetamol,22,6.28,138.16,3.65,Sur,False,46-60
2023-08-01,Ibuprofeno,25,3.54,88.5,4.47,Norte,False,60+
2023-08-01,Amoxicilina,16,4.99,79.84,1.52,Sur,False,60+
2023-08-01,Loratadina,27,4.5,121.5,4.24,Centro,False,36-45
2023-08-01,Omeprazol,26,4.37,113.62,2.36,Este,False,46-60
2023-08-02,Paracetamol,26,7.96,206.96,0.79,Sur,False,26-35
2023-08-02,Ibuprofeno,14,4.98,69.72,0.56,Sur,False,18-25
2023-08-02,Amoxicilina,26,6.22,161.72,4.41,Norte,False,36-45
2023-08-02,Loratadina,19,2.19,41.61,2.19,Oeste,False,18-25
2023-08-02,Omeprazol,16,6.12,97.92,2.96,Norte,False,36-45
2023-08-03,Paracetamol,23,8.5,195.5,2.38,Sur,False,60+
2023-08-03,Ibuprofeno,17,4.39,74.63,0.16,Oeste,False,60+
2023-08-03,Amoxicilina,24,4.74,113.76,4.41,Sur,False,46-60
2023-08-03,Loratadina,12,6.62,79.44,4.69,Este,False,36-45
2023-08-03,Omeprazol,24,2.75,66.0,1.56,Centro,False,46-60
2023-08-04,Paracetamol,16,9.05,144.8,4.68,Centro,False,60+
2023-08-04,Ibuprofeno,18,7.52,135.35999999999999,4.98,Oeste,True,46-60
2023-08-04,Amoxicilina,18,8.37,150.66,2.4,Centro,True,46-60
2023-08-04,Loratadina,21,4.24,89.04,0.72,Norte,False,60+
2023-08-04,Omeprazol,27,9.88,266.76000000000005,0.48,Sur,False,36-45
2023-08-05,Paracetamol,20,6.34,126.8,0.0,Norte,False,60+
2023-08-05,Ibuprofeno,16,9.32,149.12,0.39,Este,False,26-35
2023-08-05,Amoxicilina,19,8.45,160.54999999999998,0.07,Norte,False,18-25
2023-08-05,Loratadina,20,5.57,111.4,3.35,Centro,False,26-35
2023-08-05,Omeprazol,21,3.57,74.97,1.96,Este,False,18-25
2023-08-06,Paracetamol,22,6.22,136.84,2.35,Centro,False,60+
2023-08-06,Ibuprofeno,20,4.67,93.4,0.15,Centro,False,36-45
2023-08-06,Amoxicilina,20,8.82,176.4,1.96,Oeste,False,46-60
2023-08-06,Loratadina,28,6.83,191.24,0.73,Centro,False,18-25
2023-08-06,Omeprazol,17,2.3,39.099999999999994,0.53,Este,False,26-35
2023-08-07,Paracetamol,11,4.06,44.66,2.16,Oeste,False,26-35
2023-08-07,Ibuprofeno,27,9.52,257.03999999999996,1.77,Centro,False,26-35
2023-08-07,Amoxicilina,15,6.45,96.75,1.96,Este,False,46-60
2023-08-07,Loratadina,20,2.29,45.8,1.04,Centro,False,18-25
2023-08-07,Omeprazol,19,6.55,124.45,2.32,Oeste,False,36-45
2023-08-08,Paracetamol,14,8.93,125.02,1.25,Este,False,36-45
2023-08-08,Ibuprofeno,21,3.08,64.68,3.31,Sur,False,26-35
2023-08-08,Amoxicilina,19,4.32,82.08000000000001,0.91,Norte,False,18-25
2023-08-08,Loratadina,25,2.07,51.74999999999999,4.7,Sur,False,60+
2023-08-08,Omeprazol,18,7.23,130.14000000000001,0.22,Norte,False,18-25
2023-08-09,Paracetamol,21,6.1,128.1,3.66,Sur,False,60+
2023-08-09,Ibuprofeno,15,5.2,78.0,4.01,Este,False,36-45
2023-08-09,Amoxicilina,23,8.79,202.17,1.29,Este,False,18-25
2023-08-09,Loratadina,17,3.77,64.09,0.22,Sur,False,18-25
2023-08-09,Omeprazol,13,8.49,110.37,3.35,Sur,False,18-25
2023-08-10,Paracetamol,21,7.44,156.24,2.23,Oeste,False,46-60
2023-08-10,Ibuprofeno,17,2.86,48.62,0.53,Oeste,False,18-25
2023-08-10,Amoxicilina,23,2.76,63.48,4.89,Centro,False,60+
2023-08-10,Loratadina,18,6.68,120.24,1.82,Norte,False,18-25
2023-08-10,Omeprazol,18,3.31,59.58,3.12,Norte,False,60+
2023-08-11,Paracetamol,15,4.77,71.55,3.47,Sur,False,26-35
2023-08-11,Ibuprofeno,24,9.04,216.95999999999998,1.31,Este,False,46-60
2023-08-11,Amoxicilina,17,2.25,38.25,2.1,Norte,False,36-45
2023-08-11,Loratadina,27,4.07,109.89000000000001,2.05,Centro,False,60+
2023-08-11,Omeprazol,23,3.69,84.87,2.19,Norte,False,60+
2023-08-12,Paracetamol,22,5.63,123.86,1.37,Norte,False,26-35
2023-08-12,Ibuprofeno,16,4.19,67.04,4.54,Este,False,26-35
2023-08-12,Amoxicilina,21,7.5,157.5,3.78,Oeste,True,36-45
2023-08-12,Loratadina,22,2.45,53.900000000000006,1.99,Este,False,26-35
2023-08-12,Omeprazol,17,8.43,143.31,1.03,Sur,False,26-35
2023-08-13,Paracetamol,16,5.28,84.48,4.13,Oeste,False,36-45
2023-08-13,Ibuprofeno,22,4.83,106.26,0.55,Oeste,True,26-35
2023-08-13,Amoxicilina,25,4.15,103.75000000000001,0.26,Centro,False,26-35
2023-08-13,Loratadina,13,9.1,118.3,4.03,Sur,False,46-60
2023-08-13,Omeprazol,14,3.11,43.54,4.8,Este,False,46-60
2023-08-14,Paracetamol,18,5.18,93.24,2.4,Este,False,46-60
2023-08-14,Ibuprofeno,30,4.06,121.79999999999998,4.83,Centro,True,18-25
2023-08-14,Amoxicilina,16,8.56,136.96,0.65,Centro,False,60+
2023-08-14,Loratadina,17,4.65,79.05000000000001,3.65,Norte,False,60+
2023-08-14,Omeprazol,18,9.61,172.98,3.69,Centro,False,36-45
2023-08-15,Paracetamol,23,9.6,220.79999999999998,4.42,Oeste,False,60+
2023-08-15,Ibuprofeno,20,9.81,196.20000000000002,0.42,Oeste,False,18-25
2023-08-15,Amoxicilina,24,3.98,95.52,1.93,Sur,False,26-35
2023-08-15,Loratadina,20,3.59,71.8,3.85,Norte,False,36-45
2023-08-15,Omeprazol,20,2.14,42.800000000000004,3.7,Centro,False,18-25
2023-08-16,Paracetamol,18,8.35,150.29999999999998,1.31,Centro,False,36-45
2023-08-16,Ibuprofeno,21,6.16,129.36,2.38,Este,False,60+
2023-08-16,Amoxicilina,21,4.48,94.08000000000001,2.02,Norte,False,60+
2023-08-16,Loratadina,28,7.16,200.48000000000002,1.26,Sur,False,46-60
2023-08-16,Omeprazol,29,2.83,82.07000000000001,0.91,Norte,False,36-45
2023-08-17,Paracetamol,21,7.42,155.82,2.46,Centro,False,36-45
2023-08-17,Ibuprofeno,22,2.87,63.14,1.2,Este,False,18-25
2023-08-17,Amoxicilina,23,3.89,89.47,0.47,Centro,True,60+
2023-08-17,Loratadina,17,9.97,169.49,1.2,Oeste,False,46-60
2023-08-17,Omeprazol,26,4.92,127.92,1.68,Norte,False,60+
2023-08-18,Paracetamol,21,4.32,90.72,0.96,Sur,False,60+
2023-08-18,Ibuprofeno,22,5.02,110.44,0.64,Centro,False,26-35
2023-08-18,Amoxicilina,18,8.49,152.82,3.44,Este,False,60+
2023-08-18,Loratadina,15,8.97,134.55,4.49,Centro,False,18-25
2023-08-18,Omeprazol,14,4.88,68.32,2.63,Oeste,False,60+
2023-08-19,Paracetamol,13,6.72,87.36,3.51,Oeste,False,26-35
2023-08-19,Ibuprofeno,18,2.04,36.72,3.65,Oeste,False,60+
2023-08-19,Amoxicilina,27,6.73,181.71,4.61,Este,False,26-35
2023-08-19,Loratadina,19,6.98,132.62,1.26,Centro,False,60+
2023-08-19,Omeprazol,15,2.68,40.2,0.11,Este,False,26-35
2023-08-20,Paracetamol,18,7.26,130.68,3.48,Norte,False,60+
2023-08-20,Ibuprofeno,20,6.71,134.2,2.55,Centro,False,18-25
2023-08-20,Amoxicilina,16,3.43,54.88,3.61,Norte,False,60+
2023-08-20,Loratadina,23,5.53,127.19000000000001,0.95,Oeste,False,26-35
2023-08-20,Omeprazol,22,6.94,152.68,4.14,Norte,False,60+
2023-08-21,Paracetamol,16,2.32,37.12,1.69,Sur,False,26-35
2023-08-21,Ibuprofeno,22,9.89,217.58,4.73,Este,False,18-25
2023-08-21,Amoxicilina,26,7.97,207.22,0.65,Centro,False,60+
2023-08-21,Loratadina,26,8.6,223.6,3.72,Oeste,False,60+
2023-08-21,Omeprazol,19,6.53,124.07000000000001,0.85,Centro,False,18-25
2023-08-22,Paracetamol,15,6.61,99.15,0.13,Norte,False,46-60
2023-08-22,Ibuprofeno,13,8.98,116.74000000000001,4.81,Este,False,18-25
2023-08-22,Amoxicilina,17,3.58,60.86,2.65,Sur,False,18-25
2023-08-22,Loratadina,23,4.89,112.47,4.84,Centro,False,36-45
2023-08-22,Omeprazol,19,3.25,61.75,3.72,Sur,False,26-35
2023-08-23,Paracetamol,16,3.37,53.92,2.12,Norte,False,36-45
2023-08-23,Ibuprofeno,25,2.53,63.24999999999999,3.35,Este,False,18-25
2023-08-23,Amoxicilina,15,5.76,86.39999999999999,2.89,Sur,False,60+
2023-08-23,Loratadina,28,5.99,167.72,2.69,Oeste,False,60+
2023-08-23,Omeprazol,20,3.93,78.60000000000001,2.24,Sur,False,36-45
2023-08-24,Paracetamol,14,5.62,78.68,3.88,Sur,False,36-45
2023-08-24,Ibuprofeno,20,5.03,100.60000000000001,4.54,Sur,False,36-45
2023-08-24,Amoxicilina,10,7.58,75.8,2.49,Este,False,36-45
2023-08-24,Loratadina,23,4.67,107.41,0.36,Sur,False,18-25
2023-08-24,Omeprazol,17,6.34,107.78,1.31,Centro,False,18-25
2023-08-25,Paracetamol,19,7.56,143.64,0.71,Centro,False,18-25
2023-08-25,Ibuprofeno,23,3.63,83.49,3.79,Sur,False,60+
2023-08-25,Amoxicilina,20,5.49,109.80000000000001,0.08,Centro,True,46-60
2023-08-25,Loratadina,27,2.42,65.34,3.39,Centro,False,60+
2023-08-25,Omeprazol,28,2.02,56.56,3.83,Oeste,True,26-35
2023-08-26,Paracetamol,25,3.45,86.25,2.34,Oeste,False,18-25
2023-08-26,Ibuprofeno,15,9.82,147.3,2.12,Norte,False,36-45
2023-08-26,Amoxicilina,27,7.87,212.49,0.93,Norte,False,26-35
2023-08-26,Loratadina,14,2.39,33.46,2.42,Sur,False,60+
2023-08-26,Omeprazol,20,3.3,66.0,3.31,Norte,False,18-25
2023-08-27,Paracetamol,18,6.24,112.32000000000001,4.84,Oeste,False,36-45
2023-08-27,Ibuprofeno,20,8.3,166.0,0.68,Este,False,26-35
2023-08-27,Amoxicilina,21,9.02,189.42,4.02,Sur,False,46-60
2023-08-27,Loratadina,24,6.11,146.64000000000001,1.94,Este,False,60+
2023-08-27,Omeprazol,22,2.73,60.06,2.03,Este,False,26-35
2023-08-28,Paracetamol,20,6.75,135.0,4.6,Oeste,False,18-25
